File Name,MIoU Prediction 1,MIoU Prediction 2,Delta MIoU
lindau_000009_000019_gtFine_labelTrainIds.png,93.46,91.45,-2.01
lindau_000010_000019_gtFine_labelTrainIds.png,87.99,86.71,-1.28
lindau_000011_000019_gtFine_labelTrainIds.png,85.97,83.14,-2.83
lindau_000012_000019_gtFine_labelTrainIds.png,79.78,77.29,-2.5
lindau_000013_000019_gtFine_labelTrainIds.png,92.79,91.5,-1.29
lindau_000014_000019_gtFine_labelTrainIds.png,97.21,96.38,-0.83
lindau_000015_000019_gtFine_labelTrainIds.png,96.86,96.41,-0.45
lindau_000016_000019_gtFine_labelTrainIds.png,91.3,96.16,4.86
lindau_000017_000019_gtFine_labelTrainIds.png,93.02,66.54,-26.48
lindau_000018_000019_gtFine_labelTrainIds.png,93.45,73.48,-19.98
lindau_000019_000019_gtFine_labelTrainIds.png,95.29,66.77,-28.52
lindau_000020_000019_gtFine_labelTrainIds.png,82.29,90.97,8.68
lindau_000021_000019_gtFine_labelTrainIds.png,81.24,90.14,8.9
lindau_000022_000019_gtFine_labelTrainIds.png,89.57,94.91,5.34
lindau_000023_000019_gtFine_labelTrainIds.png,68.97,91.57,22.6
lindau_000024_000019_gtFine_labelTrainIds.png,60.86,90.26,29.39
lindau_000025_000019_gtFine_labelTrainIds.png,72.59,90.92,18.33
lindau_000026_000019_gtFine_labelTrainIds.png,75.47,89.65,14.18
lindau_000027_000019_gtFine_labelTrainIds.png,92.14,95.68,3.54
lindau_000028_000019_gtFine_labelTrainIds.png,82.32,94.83,12.51
lindau_000029_000019_gtFine_labelTrainIds.png,84.73,84.51,-0.22
lindau_000030_000019_gtFine_labelTrainIds.png,68.83,94.55,25.72
lindau_000031_000019_gtFine_labelTrainIds.png,63.52,94.2,30.68
lindau_000032_000019_gtFine_labelTrainIds.png,65.67,85.31,19.64
lindau_000033_000019_gtFine_labelTrainIds.png,55.8,93.9,38.1
