Image Name,mIoU,Class 0 IoU,Class 1 IoU,Class 2 IoU,Class 3 IoU,Class 4 IoU,Class 5 IoU,Class 6 IoU,Class 7 IoU,Class 8 IoU,Class 9 IoU,Class 10 IoU,Class 11 IoU,Class 12 IoU,Class 13 IoU,Class 14 IoU,Class 15 IoU,Class 16 IoU,Class 17 IoU,Class 18 IoU
tubingen_000020_000019,0.3631,0.8934,0.9052,0.3823,0,0,0.5727,0,0.9352,0.9401,0.8699,0.1198,0.4775,0,0.8019,0,0,0,0,0
tubingen_000021_000019,0.4256,0.8824,0.7643,0.689,0.1073,0,0.3883,0,0.257,0.9028,0.4819,0.8978,0.6743,0.6712,0.8119,0,0,0,0,0.5589
tubingen_000022_000019,0.3991,0.8955,0.6533,0,0.4372,0.489,0.5514,0.557,0.8542,0.9462,0.0127,0.8755,0.8584,0,0.4534,0,0,0,0,0
tubingen_000023_000019,0.3404,0.7079,0.3138,0.8566,0.0007,0.131,0.2742,0.0789,0.8326,0.8448,0.033,0.8678,0.6649,0,0.8607,0,0,0,0,0
tubingen_000024_000019,0.4205,0.8984,0.7839,0.8875,0.8178,0,0.4674,0.5863,0.5342,0.9267,0,0.784,0.444,0,0.8601,0,0,0,0,0
tubingen_000025_000019,0.3675,0.8863,0.7317,0.7102,0.5995,0.4173,0.1765,0,0.7338,0.8748,0.4423,0.784,0.6268,0,0,0,0,0,0,0
tubingen_000026_000019,0.4224,0.8705,0.8867,0.6191,0.4847,0.6479,0.5321,0.3833,0.5997,0.9354,0,0.8094,0.6533,0,0.6027,0,0,0,0,0
tubingen_000027_000019,0.343,0.7946,0.2772,0.8898,0.8155,0,0.4127,0,0.1632,0.9193,0.0563,0.9369,0.7668,0,0.4846,0,0,0,0,0
tubingen_000028_000019,0.3172,0.8302,0.3591,0.7605,0.4976,0,0.3788,0.7189,0,0.8239,0,0.7742,0.8842,0,0,0,0,0,0,0
tubingen_000029_000019,0.4224,0.8545,0.8605,0.8551,0.4188,0.5986,0.1927,0.5467,0.6149,0.772,0.3067,0.576,0.6816,0,0.7467,0,0,0,0,0
tubingen_000030_000019,0.3961,0.856,0.545,0.7811,0,0.3839,0.3827,0,0.0059,0.9053,0.5872,0.7952,0.3689,0.3464,0.8744,0,0,0,0.6941,0
tubingen_000031_000019,0.3665,0.85,0.4885,0.8975,0.4321,0,0.4784,0.3848,0.4583,0.7521,0,0.9144,0.0774,0,0.9279,0,0,0,0,0.3028
tubingen_000032_000019,0.3471,0.7834,0.6654,0.8318,0,0.4511,0.3154,0,0.8136,0.8337,0,0.6241,0.7916,0,0.2541,0,0,0,0,0.2306
tubingen_000033_000019,0.3421,0.6714,0.8174,0.7699,0.2619,0.5133,0.1647,0,0.1047,0.8698,0.1381,0.0495,0.4015,0,0.8535,0,0.8834,0,0,0
tubingen_000034_000019,0.3162,0.7883,0.6827,0.9075,0,0,0.2256,0,0.2306,0.9114,0,0,0.3007,0.3114,0.9425,0,0,0,0,0.708
tubingen_000035_000019,0.2085,0.7726,0.2032,0.9498,0,0,0.2214,0,0.6126,0,0,0,0,0.7464,0,0,0,0,0,0.4555
tubingen_000036_000019,0.3462,0.8451,0.8519,0.8422,0.733,0,0.3962,0,0.7926,0.8726,0,0,0.2683,0.0348,0.4621,0,0,0,0,0.4789
tubingen_000037_000019,0.4027,0.8907,0.681,0.6452,0,0,0.3658,0,0.8185,0.8908,0.1096,0.8496,0.5656,0.6205,0.8936,0,0,0,0,0.32
tubingen_000038_000019,0.307,0.8631,0.5003,0.5225,0,0,0.0117,0,0.278,0.7365,0,0.9202,0,0.7145,0.9651,0,0,0,0,0.322
tubingen_000039_000019,0.3386,0.8459,0.5919,0.8292,0.5448,0,0.1516,0,0.6822,0.9263,0,0.9073,0,0,0.9536,0,0,0,0,0
tubingen_000040_000019,0.3165,0.8677,0.5497,0.7146,0.0125,0.3836,0.5775,0,0,0.927,0.0027,0.8297,0,0,0.8317,0,0,0,0.3174,0
tubingen_000041_000019,0.3737,0.8564,0.7096,0.8208,0.3592,0,0.2587,0,0,0.9257,0.5401,0.8634,0,0,0.8845,0,0,0,0.8825,0
tubingen_000042_000019,0.3445,0.8839,0.71,0.7018,0.2224,0,0.2498,0,0,0.883,0,0.8544,0.803,0,0.8564,0,0,0,0,0.3808
tubingen_000043_000019,0.3915,0.8455,0.194,0.9029,0,0.8409,0.6353,0,0.8523,0.9325,0.6208,0.4758,0,0.6292,0,0,0,0,0,0.5101
tubingen_000044_000019,0.4203,0.8474,0.6645,0.6481,0,0.6035,0.2598,0,0,0.939,0.4614,0.8472,0.6499,0.6977,0.7923,0,0,0,0,0.574
tubingen_000045_000019,0.3123,0.8325,0.7367,0,0,0.7431,0.1234,0,0.9196,0.893,0.4588,0.8822,0,0,0.3449,0,0,0,0,0
tubingen_000046_000019,0.3534,0.8747,0.8217,0.8393,0,0,0.0989,0,0.5484,0.5924,0,0.9544,0,0.6977,0.7929,0,0,0,0,0.4936
tubingen_000047_000019,0.4507,0.8645,0.9278,0.9185,0.2376,0.8767,0.2048,0,0,0.858,0.171,0.9426,0.6763,0.6514,0.9064,0,0,0,0,0.3283
tubingen_000048_000019,0.4933,0.8686,0.8041,0.8576,0,0.6509,0.1652,0,0.749,0.8407,0.2158,0.7397,0.6844,0.6487,0.9149,0,0.8102,0,0,0.423
tubingen_000049_000019,0.4319,0.8862,0.9091,0.8485,0.072,0.3235,0.6169,0,0.6623,0.8375,0.0899,0.8781,0.5747,0.6755,0.4228,0,0,0,0,0.4097
tubingen_000050_000019,0.4281,0.8917,0.7177,0.9011,0.326,0.3748,0.2257,0,0.6669,0.7739,0.0467,0.9287,0.4485,0.5645,0.916,0,0,0,0,0.3521
tubingen_000051_000019,0.3182,0.8698,0.9227,0.9309,0,0,0.2494,0,0.4674,0.7514,0,0.9354,0,0,0.9191,0,0,0,0,0
tubingen_000052_000019,0.3927,0.8486,0.5149,0.6786,0.1065,0,0.3899,0,0.8118,0.9386,0.1892,0.7374,0.3086,0.2329,0.7187,0,0,0,0.7019,0.2843
tubingen_000053_000019,0.3747,0.4499,0.4949,0.7642,0,0,0.5123,0,0.8662,0.7663,0.4391,0,0.6569,0.6454,0.8938,0,0,0,0,0.6312
tubingen_000054_000019,0.3497,0.9163,0.238,0.8598,0.3119,0.1441,0.0914,0,0.0884,0.9002,0.1008,0.8505,0.8006,0,0.779,0,0,0,0,0.5633
tubingen_000055_000019,0.3875,0.7808,0.218,0.8381,0.7637,0,0.0811,0,0.4293,0.8763,0.6769,0,0.8193,0,0.9421,0,0,0,0.3119,0.6253
tubingen_000056_000019,0.3627,0.7899,0.7227,0.8794,0,0,0.4282,0,0.643,0.1089,0,0.9211,0.7039,0,0.8448,0,0,0,0.2021,0.6477
tubingen_000057_000019,0.3792,0.8355,0.8791,0.8834,0.5556,0.3023,0.3078,0,0,0.4989,0,0.8479,0.4465,0,0.9453,0,0,0,0,0.7023
tubingen_000058_000019,0.3057,0.8795,0.801,0.8853,0,0,0.0366,0,0.4373,0.7016,0,0.5139,0.7024,0,0.4875,0,0,0,0,0.3625
tubingen_000059_000019,0.3466,0.7526,0.8577,0.6823,0,0,0,0,0.6462,0.8126,0,0.7123,0.7921,0.3782,0,0,0,0,0.3726,0.5784
tubingen_000060_000019,0.3107,0.447,0.0075,0.8615,0,0,0,0,0.7134,0.8421,0.182,0.8885,0.5995,0,0.7388,0,0,0,0,0.6227
tubingen_000061_000019,0.3198,0.7004,0.2031,0.8365,0,0.6213,0.2843,0,0.8946,0.6378,0.019,0.9499,0,0,0.9288,0,0,0,0,0
tubingen_000062_000019,0.3341,0,0,0.902,0.4121,0.8386,0.7493,0,0,0.6405,0.1093,0.9159,0.8746,0,0.905,0,0,0,0,0
tubingen_000063_000019,0.2733,0.4551,0,0.9365,0,0,0.31,0,0.3031,0.8118,0.1049,0,0.8598,0,0.8441,0,0,0,0.5678,0
tubingen_000064_000019,0.3371,0.6123,0,0.9008,0,0,0.0337,0,0,0.895,0,0.7556,0.8788,0,0.9349,0.8363,0,0,0.5569,0
tubingen_000065_000019,0.2827,0.5364,0,0.8551,0,0.1081,0,0,0,0.9009,0.1046,0,0.7896,0,0.7554,0.1737,0,0,0.4909,0.6557
tubingen_000066_000019,0.2344,0.7817,0.6665,0.9018,0,0,0.5218,0,0,0.2756,0,0,0,0.8191,0,0,0,0,0,0.4873
tubingen_000067_000019,0.2577,0.7087,0.4882,0.8718,0,0,0.1562,0,0.857,0.3405,0.7695,0,0,0,0,0,0,0,0,0.7043
tubingen_000068_000019,0.3524,0.8286,0.9046,0.9278,0,0,0.2838,0,0.7918,0.9132,0,0.7301,0,0,0.9193,0,0,0,0,0.3955
tubingen_000069_000019,0.3427,0.8312,0.5907,0.8782,0,0,0.0168,0,0.4751,0.9053,0.5932,0.894,0.5277,0,0.7992,0,0,0,0,0
tubingen_000070_000019,0.4103,0.8336,0.7595,0.7486,0,0,0.4221,0.0071,0.5185,0.8799,0.4427,0.9236,0.4181,0.5949,0.8554,0,0,0,0,0.3909
tubingen_000071_000019,0.3084,0.0002,0.3549,0.8493,0,0,0.4732,0,0.5948,0.8038,0,0.6589,0.8171,0,0.8538,0,0,0,0,0.4531
tubingen_000072_000019,0.2698,0,0.3481,0.8792,0,0,0.4897,0,0.8713,0.7898,0,0.7336,0.813,0,0,0,0,0,0,0.2014
tubingen_000073_000019,0.3066,0.7639,0.9331,0.8234,0,0,0,0,0.2183,0.889,0,0.9014,0.2332,0,0.941,0,0,0,0,0.1226
tubingen_000074_000019,0.4393,0.8933,0.8527,0.7149,0,0.4778,0.185,0,0.882,0.955,0,0.9064,0.534,0.6815,0.7752,0,0,0,0,0.4883
tubingen_000075_000019,0.4247,0.7998,0.8757,0.9529,0,0.847,0.0463,0,0.7351,0.9609,0,0.5983,0,0.7412,0.9391,0,0,0,0,0.5734
tubingen_000076_000019,0.3751,0.8594,0.7612,0.8961,0,0,0.6085,0,0.7596,0.9616,0,0.8551,0,0,0.9361,0,0,0,0.4888,0
tubingen_000077_000019,0.3476,0.8812,0.0867,0.9279,0,0,0.4544,0.5338,0.8199,0.8124,0,0,0.7655,0.7649,0,0,0,0,0,0.5582
tubingen_000078_000019,0.257,0.7938,0.5823,0.3623,0,0,0.4799,0.628,0.8038,0,0,0,0.344,0.2616,0,0,0,0,0,0.6266
tubingen_000079_000019,0.248,0,0,0.7771,0,0,0,0,0.1613,0.8816,0,0.6917,0.7598,0,0.9028,0,0,0,0,0.5382
tubingen_000080_000019,0.1943,0,0,0.8542,0,0,0.3063,0,0.4115,0,0,0.1045,0.7943,0.6418,0,0,0,0,0,0.5791
tubingen_000081_000019,0.2923,0.525,0.6372,0.8708,0,0,0.2672,0,0.37,0.6565,0,0,0.7267,0,0.9176,0,0,0,0,0.5835
tubingen_000082_000019,0.2552,0.8306,0.94,0.9469,0,0,0,0,0.0148,0.7388,0,0,0.8319,0,0.3235,0,0,0,0,0.2224
tubingen_000083_000019,0.2977,0.682,0.678,0.6737,0,0.0967,0.3244,0.0755,0.3783,0.7676,0,0,0.6478,0,0.6454,0,0,0,0,0.6875
tubingen_000084_000019,0.3966,0.8634,0.671,0.9138,0,0,0.3666,0.3549,0.8162,0.893,0.3832,0.214,0.5667,0,0.8872,0,0,0,0,0.6052
tubingen_000085_000019,0.2799,0.8087,0.3139,0.9218,0,0,0.6732,0.741,0.2353,0,0,0,0.8696,0,0.754,0,0,0,0,0
tubingen_000086_000019,0.3948,0.9141,0.8895,0.8864,0.5984,0,0.3707,0,0.5951,0.8467,0,0.5624,0.8565,0,0.2216,0,0,0,0,0.7591
tubingen_000087_000019,0.3776,0.8522,0.7672,0.8166,0.1289,0.7692,0.4092,0,0,0.8757,0,0.9043,0.717,0,0.935,0,0,0,0,0
tubingen_000088_000019,0.4064,0.8181,0.9549,0.7681,0.4314,0.8484,0.6623,0,0.8308,0.9173,0,0.5993,0,0,0.8908,0,0,0,0,0
tubingen_000089_000019,0.4155,0.878,0.8474,0.4612,0.7288,0.634,0.1807,0,0.5883,0.9011,0.0695,0.763,0.6906,0,0.8436,0,0,0,0,0.3089
tubingen_000090_000019,0.4298,0.8677,0.91,0.9029,0.8942,0.3795,0.0928,0,0.622,0.918,0,0.9345,0,0,0.9524,0,0,0,0.6926,0
tubingen_000091_000019,0.434,0.8694,0.9435,0.8269,0.8019,0.4421,0.0832,0,0.5466,0.9406,0,0.9175,0,0,0.9276,0,0.9465,0,0,0
tubingen_000092_000019,0.3756,0.9034,0.8026,0.8966,0.6059,0.0575,0.4195,0,0.6277,0.921,0.1707,0.8865,0,0,0.8451,0,0,0,0,0
tubingen_000093_000019,0.2735,0.8237,0.568,0.206,0.0901,0,0.6307,0,0.1683,0.9455,0,0.8774,0,0,0.8873,0,0,0,0,0
tubingen_000094_000019,0.4061,0.9042,0.5252,0.8936,0.8913,0.7604,0.7371,0,0.828,0.9468,0,0.3163,0,0,0.9129,0,0,0,0,0
tubingen_000095_000019,0.3508,0.8702,0.8187,0.7704,0.8045,0.4327,0.2797,0,0.1633,0.9046,0.0125,0.809,0,0,0.7999,0,0,0,0,0
tubingen_000096_000019,0.4003,0.8801,0.6612,0.761,0.4956,0.7242,0.4481,0,0.7804,0.9274,0.3817,0.8531,0,0,0.6926,0,0,0,0,0
tubingen_000097_000019,0.3312,0.8697,0.8605,0.5627,0.6333,0,0.1423,0,0.413,0.9365,0,0.9196,0,0,0.9554,0,0,0,0,0
tubingen_000098_000019,0.4278,0.8501,0.9308,0.6537,0.896,0.5823,0.527,0,0.9232,0.9267,0,0.9435,0,0,0.8957,0,0,0,0,0
tubingen_000099_000019,0.38,0.8591,0.9329,0.8945,0.5766,0.7454,0.5875,0,0,0.8883,0,0.906,0,0,0.8291,0,0,0,0,0
tubingen_000100_000019,0.3356,0.8019,0.8079,0.6096,0,0.0122,0.7334,0,0,0.9251,0,0.9215,0.6359,0,0.9289,0,0,0,0,0
tubingen_000101_000019,0.3469,0.8772,0.902,0.7587,0.7591,0.2355,0.5805,0,0,0.9063,0.0684,0.8997,0,0,0.6038,0,0,0,0,0
tubingen_000102_000019,0.3469,0.8358,0.8414,0.5743,0,0.3544,0.3942,0,0,0.9047,0.0565,0.8919,0,0,0.9466,0,0,0,0.2471,0.544
tubingen_000103_000019,0.3793,0.8005,0.5662,0.7616,0,0,0.9299,0,0.9371,0.9522,0,0.7555,0,0,0.9115,0,0,0,0.5918,0
tubingen_000104_000019,0.3212,0.8643,0.7213,0,0.6872,0.6261,0.6067,0,0,0.8955,0,0.9072,0,0,0.7945,0,0,0,0,0
tubingen_000105_000019,0.3661,0.861,0.7825,0.8176,0.2556,0.7018,0.3995,0,0.2888,0.8377,0.1062,0.6836,0.778,0,0.4439,0,0,0,0,0
tubingen_000106_000019,0.3137,0.8718,0.911,0.2725,0,0.3863,0.0332,0,0.2928,0.953,0,0.4539,0,0,0.9213,0,0,0,0.8636,0
tubingen_000107_000019,0.3595,0.7411,0.5417,0.9231,0.0149,0.4896,0.5348,0,0.8492,0.8648,0,0,0.9301,0,0.9409,0,0,0,0,0
tubingen_000108_000019,0.4754,0.8883,0.7238,0.8474,0,0.5612,0.3847,0.2779,0.3922,0.8787,0,0.9232,0.777,0.8227,0.7813,0,0,0,0.7745,0
tubingen_000109_000019,0.6296,0.883,0.886,0.905,0.5358,0.7152,0.5065,0.6306,0.7786,0.8776,0.6898,0.9475,0.7839,0.6951,0.8475,0,0,0,0.6334,0.6463
tubingen_000110_000019,0.3651,0.9099,0.4254,0.8182,0.7804,0,0.4801,0,0.719,0.9551,0.3065,0.9361,0,0,0.6055,0,0,0,0,0
tubingen_000111_000019,0.3529,0.8952,0.7756,0.5589,0.9308,0,0.5752,0,0.5364,0.9595,0,0.897,0,0,0.5772,0,0,0,0,0
tubingen_000112_000019,0.3257,0.8274,0.5542,0.773,0.3848,0,0.5113,0.7816,0.6242,0.9157,0,0,0.8162,0,0,0,0,0,0,0
tubingen_000113_000019,0.4422,0.8656,0.6316,0.8551,0.7543,0.5803,0.6273,0,0.4708,0.9164,0.0035,0.919,0.8683,0,0.9088,0,0,0,0,0
tubingen_000114_000019,0.3448,0.8051,0.0315,0.8107,0.0441,0.3159,0.3846,0,0.8095,0.8943,0.2826,0.6441,0.8054,0,0.7244,0,0,0,0,0
tubingen_000115_000019,0.3579,0.8927,0.6988,0.5112,0.4501,0,0.4903,0,0.5513,0.8526,0,0.9104,0.7525,0,0.6894,0,0,0,0,0
tubingen_000116_000019,0.3228,0.8169,0.4772,0.577,0.4145,0,0.3526,0,0.0335,0.9391,0,0.8856,0.6845,0,0.9529,0,0,0,0,0
tubingen_000117_000019,0.3671,0.8874,0.6974,0,0,0.9234,0.605,0,0.4683,0.9454,0.5774,0.8646,0,0.5818,0.2848,0,0,0,0,0.1386
tubingen_000118_000019,0.2838,0.8816,0.1277,0.5673,0,0,0.556,0,0.0078,0.759,0.0334,0.9377,0,0.5075,0.3766,0,0,0,0,0.6383
tubingen_000119_000019,0.3725,0.8602,0.1185,0.8323,0,0,0.7183,0.6809,0.5446,0.8012,0.5559,0.7792,0.5008,0,0.6856,0,0,0,0,0
tubingen_000120_000019,0.3766,0.8721,0.3953,0.7865,0,0,0.4344,0.3514,0.8055,0.8742,0.2405,0.8412,0.7278,0,0.8267,0,0,0,0,0
tubingen_000121_000019,0.3624,0.8528,0.8739,0.871,0,0.888,0.455,0,0.1569,0.9288,0,0.9178,0,0,0.9412,0,0,0,0,0
tubingen_000122_000019,0.3658,0.8781,0.8396,0.8893,0,0,0.4451,0.4899,0.2452,0.8786,0,0,0.7872,0,0.907,0,0,0,0,0.5894
tubingen_000123_000019,0.3152,0.7202,0.4779,0.9422,0,0,0.7881,0.6705,0.5042,0,0,0,0.84,0.6606,0,0,0,0,0,0.3848
tubingen_000124_000019,0.3946,0.8661,0.5657,0.8503,0,0,0.2386,0.6132,0.0088,0.9127,0.0223,0.9041,0.7756,0.5131,0.7855,0,0,0,0,0.4406
tubingen_000125_000019,0.3981,0.894,0.8278,0.708,0.4252,0,0.5779,0.3189,0,0.9241,0.6536,0.8958,0.3679,0.4614,0.271,0,0,0,0,0.2375
tubingen_000126_000019,0.313,0.8922,0.3066,0.3625,0,0.4889,0.1219,0,0.2364,0.9002,0.6601,0.7505,0.3437,0,0.8832,0,0,0,0,0
tubingen_000127_000019,0.337,0.8751,0.0085,0.7016,0,0,0.4655,0.0404,0.3447,0.8824,0.5085,0.9405,0,0,0.7735,0,0.8617,0,0,0
tubingen_000128_000019,0.3418,0.8294,0.6255,0.8672,0.2729,0.5302,0.5535,0,0.7567,0.8629,0.0081,0,0.3181,0,0.8706,0,0,0,0,0
tubingen_000129_000019,0.3518,0.871,0.7079,0.097,0.5882,0.3626,0.4051,0,0.7676,0.6583,0.4228,0.901,0,0,0.9022,0,0,0,0,0
tubingen_000130_000019,0.2801,0.8079,0.1795,0.9294,0,0.3352,0.3521,0.1037,0,0.8391,0,0.8168,0,0,0.9578,0,0,0,0,0
tubingen_000131_000019,0.3987,0.8973,0.6933,0.8612,0,0.5311,0.3534,0,0.3322,0.9011,0.7086,0.9162,0.4527,0,0.3837,0.1927,0,0,0.3524,0
tubingen_000132_000019,0.3416,0.882,0.1196,0.8913,0,0.7769,0.3708,0,0.0831,0.8587,0.0143,0.8812,0,0.1912,0.8553,0,0,0,0.5651,0
tubingen_000133_000019,0.3328,0.8976,0,0.7693,0,0,0.5181,0.7007,0.5172,0.9247,0.221,0.909,0,0,0.866,0,0,0,0,0
tubingen_000134_000019,0.3608,0.8764,0.0066,0.9162,0,0.5132,0.2267,0,0.6123,0.9239,0.3578,0.9091,0,0,0.7532,0,0.7596,0,0,0
tubingen_000135_000019,0.3638,0.8839,0.9257,0.7517,0,0.0348,0.3346,0.2596,0.7924,0.9133,0.4829,0.8398,0,0,0.6934,0,0,0,0,0
tubingen_000136_000019,0.1904,0.9022,0.7936,0,0,0,0,0,0,0.9698,0,0,0,0,0.9528,0,0,0,0,0
tubingen_000137_000019,0.4124,0.9107,0.3831,0.7661,0.2853,0,0.6964,0.8796,0,0.8972,0.5704,0.8589,0.8582,0,0.7296,0,0,0,0,0
tubingen_000138_000019,0.3478,0.903,0.6822,0.6988,0.0572,0.5302,0.591,0,0.2146,0.8207,0.0041,0.9123,0,0.607,0.4874,0,0,0,0,0.1
tubingen_000139_000019,0.3308,0.8905,0.4738,0,0.0022,0.0023,0.7352,0.0611,0.605,0.9005,0.555,0.8768,0.8671,0,0.3153,0,0,0,0,0
tubingen_000140_000019,0.4366,0.7916,0.4699,0.5472,0.6163,0.5476,0.5222,0,0.8431,0.925,0.592,0.5122,0.0185,0.488,0.9379,0,0,0,0,0.4837
tubingen_000141_000019,0.3118,0.8453,0.8021,0.8571,0,0,0.4708,0,0.3066,0.943,0,0.8078,0,0,0.8911,0,0,0,0,0
tubingen_000142_000019,0.3453,0.9096,0.3044,0.8988,0.3465,0,0.6098,0,0.7124,0.9293,0.0205,0.858,0,0,0,0,0,0,0.6985,0.2726
tubingen_000143_000019,0.3574,0.9061,0.8342,0.9435,0.8541,0,0.0929,0.573,0.2448,0.6558,0,0.9293,0.3908,0,0.3657,0,0,0,0,0
ulm_000000_000019,0.4131,0.878,0.765,0.1952,0.19,0.5885,0.598,0.8915,0.5041,0.8813,0.1878,0.9041,0,0.7469,0.0263,0,0,0,0.4916,0
ulm_000001_000019,0.3883,0.8719,0.8999,0.7818,0.8059,0.3279,0.2937,0,0.6695,0.9039,0,0.9417,0,0,0.8818,0,0,0,0,0
ulm_000002_000019,0.3302,0.8474,0.7054,0.9143,0,0,0.0847,0,0,0.9246,0,0.9467,0.8984,0,0.9516,0,0,0,0,0
ulm_000003_000019,0.3479,0.8896,0.7241,0.9326,0,0,0.4247,0,0.2914,0.8609,0.2861,0.9444,0.3872,0,0.8697,0,0,0,0,0
ulm_000004_000019,0.4326,0.8984,0.7597,0.9361,0,0.7959,0.001,0,0.4809,0.908,0,0.9282,0.6098,0.6964,0.7603,0,0,0,0,0.4443
ulm_000005_000019,0.4079,0.8749,0.6937,0.8417,0.33,0.0499,0.7217,0.0935,0.4803,0.9253,0.0994,0.8983,0.914,0,0.5848,0,0,0,0,0.2425
ulm_000006_000019,0.4412,0.8941,0.6865,0.8232,0.251,0.0305,0.7245,0.0628,0.5676,0.904,0.1381,0.8992,0.7048,0.6004,0.439,0,0,0,0,0.6575
ulm_000007_000019,0.2181,0.9034,0.4425,0.9156,0,0,0,0,0.3102,0,0,0,0.6397,0,0.9316,0,0,0,0,0
ulm_000008_000019,0.3606,0.902,0.8663,0.851,0,0,0.0617,0,0.4741,0.8673,0.2661,0.9072,0.7736,0,0.8828,0,0,0,0,0
ulm_000009_000019,0.2556,0.9123,0.9378,0.9087,0,0,0.6402,0,0.608,0,0,0,0,0,0.8489,0,0,0,0,0
ulm_000010_000019,0.2043,0.661,0.9044,0.906,0,0,0.1631,0,0.3026,0,0,0,0.0093,0,0,0,0,0,0.9354,0
ulm_000011_000019,0.304,0.6683,0,0.8633,0,0.2914,0.2159,0,0.085,0.895,0,0.7265,0,0.6294,0.9539,0,0,0,0,0.4475
ulm_000012_000019,0.2601,0.7012,0.0048,0.783,0,0,0.0361,0,0.4937,0.8566,0,0.2221,0,0.6352,0.9429,0,0,0,0,0.2655
ulm_000013_000019,0.2229,0,0,0.7369,0,0,0,0,0,0.8311,0,0,0.5541,0.4709,0.9293,0,0,0,0,0.7134
ulm_000014_000019,0.2038,0,0,0.9283,0,0,0,0,0,0.7696,0,0,0.6129,0,0.8998,0,0,0,0.6614,0
ulm_000015_000019,0.1721,0,0,0.7813,0,0,0.04,0,0.4004,0.7805,0,0,0.3805,0,0.8869,0,0,0,0,0
ulm_000016_000019,0.2018,0,0,0.8159,0,0,0.3497,0,0.3696,0.9128,0,0,0.7773,0,0.6088,0,0,0,0,0
ulm_000017_000019,0.267,0,0,0.7421,0,0,0.403,0,0.2684,0.8866,0,0.7999,0.3696,0,0.6851,0,0,0,0.1318,0.7864
ulm_000018_000019,0.4521,0.7724,0.2007,0.8327,0,0,0.4877,0.8323,0.5583,0.9085,0.3598,0.9286,0.7897,0,0.5518,0,0,0,0.6315,0.7363
ulm_000019_000019,0.4965,0.8083,0.796,0.5586,0,0,0.5338,0.3331,0.2868,0.7739,0.6067,0.856,0.6274,0,0.641,0.9379,0.7455,0,0.1222,0.8066
ulm_000020_000019,0.4033,0.8347,0.7595,0.6449,0,0.4415,0.6186,0.1906,0.6365,0.8809,0,0.9207,0.8041,0,0.2528,0,0,0,0,0.6783
ulm_000021_000019,0.3702,0.8766,0.8712,0.7956,0,0.5635,0.2943,0,0.0225,0.8778,0.5097,0.7414,0,0,0.5217,0,0.9591,0,0,0
ulm_000022_000019,0.1364,0.8127,0,0.0672,0,0,0.2284,0,0.2721,0.3935,0,0,0,0,0,0,0.8185,0,0,0
ulm_000023_000019,0.3156,0.8732,0.0011,0.8023,0,0,0.4579,0.5969,0.3057,0.8182,0,0.9442,0.2899,0,0.907,0,0,0,0,0
ulm_000024_000019,0.4555,0.7559,0.0429,0.8528,0,0,0.5629,0.6373,0.8306,0.8801,0,0.9169,0.8596,0.7347,0.8692,0,0,0,0,0.711
ulm_000025_000019,0.4118,0.8814,0.6679,0.8553,0.7479,0.0559,0.398,0,0.5943,0.8077,0.5826,0.8439,0,0,0.8751,0,0,0,0,0.5139
ulm_000026_000019,0.2942,0.7218,0.8055,0.9313,0,0,0.1027,0,0.3625,0.8709,0.0007,0.8889,0,0,0.9047,0,0,0,0,0
ulm_000027_000019,0.4261,0.8936,0.8877,0.9474,0.8591,0,0.6694,0,0.6642,0.908,0.0201,0.7888,0.8648,0,0.5923,0,0,0,0,0
ulm_000028_000019,0.2379,0,0.0201,0.4149,0,0,0.7178,0,0.4939,0.9313,0.8041,0,0.5333,0,0,0,0,0,0,0.604
ulm_000029_000019,0.4091,0.8617,0.9252,0.9059,0.9371,0,0.5302,0,0.9037,0.9241,0,0.8712,0,0,0.9129,0,0,0,0,0
ulm_000030_000019,0.4186,0.8521,0.9012,0.8428,0,0,0.3835,0,0.6646,0.9067,0.7166,0.8598,0.876,0,0.95,0,0,0,0,0
ulm_000031_000019,0.3349,0.8471,0.5664,0.8906,0,0.7726,0.4266,0,0.3803,0.8185,0,0.8504,0,0,0.8109,0,0,0,0,0
ulm_000032_000019,0.3822,0.8567,0.6181,0.6249,0,0,0.1699,0,0.8691,0.8525,0.0037,0.798,0,0,0.7847,0.8283,0,0.8568,0,0
ulm_000033_000019,0.2923,0.8731,0.099,0.2264,0,0,0.1712,0,0.7368,0.9073,0,0.9281,0,0,0.9359,0,0,0,0,0.676
ulm_000034_000019,0.2717,0.8873,0.925,0,0,0.4343,0.7412,0,0.4941,0.7874,0.0047,0.8629,0,0,0.0246,0,0,0,0,0
ulm_000035_000019,0.2814,0.8648,0.3979,0,0,0.5607,0.6114,0,0.8756,0.9087,0.1265,0.8278,0,0,0.174,0,0,0,0,0
ulm_000036_000019,0.1628,0.9287,0,0,0.1994,0,0,0,0,0,0.735,0.861,0,0,0.3698,0,0,0,0,0
ulm_000037_000019,0.3342,0.9175,0.4618,0.5,0.0187,0.0338,0.549,0.1305,0.2646,0.8834,0.4748,0.902,0,0,0.6609,0,0,0,0,0.5526
ulm_000038_000019,0.3587,0.8921,0.3474,0.6647,0,0.1745,0.4726,0.5987,0.7011,0.9087,0.2354,0.8591,0,0,0.9605,0,0,0,0,0
ulm_000039_000019,0.3794,0.9152,0.7171,0.8224,0,0,0.4773,0,0.3983,0.9345,0.7749,0.8617,0.49,0,0.7334,0,0.0837,0,0,0
